amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraudPredicted,isFraud
38142.72,0.0,0.0,135966.92,1263934.85,0,0
7270.37,0.0,0.0,1523685.68,1530956.05,0,0
812970.25,47301.3,0.0,1739907.31,2862032.77,0,0
321811.81,0.0,0.0,342847.94,664659.75,0,0
2139.67,999898.9,997759.23,0.0,0.0,0,0
624962.75,0.0,0.0,929421.85,1283702.38,0,0
91177.64,0.0,0.0,1430723.79,1521901.43,0,0
148334.29,0.0,0.0,6308760.05,6457094.34,0,0
856.66,82134.0,81277.34,0.0,0.0,0,0
400907.64,8229.96,409137.59,3271566.04,3179097.28,0,0
45447.15,365.99,0.0,107777.0,104710.0,0,0
22518.16,0.0,0.0,0.0,0.0,0,0
88088.3,26034369.89,26122458.19,336366.88,946720.93,0,0
168728.25,3588863.95,3757592.2,313567.51,256174.25,0,0
164559.99,9624.0,0.0,103617.27,268177.26,0,0
172069.97,20108.0,192177.97,0.0,0.0,0,0
611633.51,39372.13,651005.64,66734.0,474743.49,0,0
7179.91,792.0,0.0,0.0,0.0,0,0
34530.2,7674366.51,7708896.72,45139.0,10608.8,0,0
281394.73,0.0,0.0,459615.9,702846.26,0,0
16052.2,107358.0,91305.8,0.0,0.0,0,0
32004.51,7437021.13,7469025.64,3828686.32,3688112.67,0,0
11949.38,27077.63,15128.25,0.0,0.0,0,0
190466.06,34129545.13,34320011.19,1124215.81,1127077.84,0,0
71005.33,687.0,71692.33,22120.22,0.0,0,0
8167.37,455669.7,447502.33,0.0,0.0,0,0
15801.55,0.0,0.0,0.0,0.0,0,0
674527.91,0.0,0.0,1919383.19,2360327.61,0,0
189837.39,76972.0,0.0,0.0,320328.99,0,0
263195.3,11492.0,0.0,6510.0,0.0,0,0
218028.85,0.0,0.0,249314.56,680371.49,0,0
21884.48,7595.0,29479.48,0.0,0.0,0,0
123667.61,0.0,0.0,1351873.31,1183350.25,0,0
6523.19,147560.08,141036.89,0.0,0.0,0,0
172791.58,51921.0,224712.58,0.0,0.0,0,0
160118.46,0.0,0.0,204673.59,389579.19,0,0
372940.76,88074.57,0.0,2640166.07,3447714.21,0,0
172495.51,20148.0,192643.51,20545.0,0.0,0,0
7876.04,21122.02,13245.98,0.0,0.0,0,0
494143.82,0.0,0.0,2339822.5,2882050.77,0,0
1892.46,129315.15,127422.7,0.0,0.0,0,0
100581.88,0.0,0.0,151501.0,280315.42,0,0
137055.36,10764.0,0.0,113451.18,250506.54,0,0
6764.77,0.0,0.0,0.0,0.0,0,0
254959.71,0.0,0.0,28242.0,317916.41,0,0
17689.45,311637.9,293948.45,0.0,0.0,0,0
5709.19,603.0,0.0,0.0,0.0,0,0
1284.85,856.38,0.0,0.0,0.0,0,0
245789.55,0.0,0.0,876905.96,1285809.08,0,0
73726.47,9187.0,0.0,0.0,121249.78,0,0
208381.88,0.0,0.0,353942.76,994858.25,0,0
120086.47,0.0,0.0,3050301.8,4438109.0,0,0
7067.9,0.0,0.0,0.0,0.0,0,0
130924.23,0.0,130924.23,184671.33,53747.1,0,0
140493.4,3754.0,144247.4,10218.0,0.0,0,0
2673.52,51875.0,49201.48,0.0,0.0,0,0
229288.6,360508.14,131219.54,3216724.81,2934509.28,0,0
319890.9,721.0,0.0,434062.26,1080803.52,0,0
528826.09,1157231.83,628405.74,1036080.56,1798734.57,0,0
42444.99,0.0,0.0,625978.25,1468578.7,0,0
132462.38,0.0,0.0,430013.86,535924.07,0,0
15498.71,32088.0,16589.29,0.0,0.0,0,0
294347.0,21302.0,0.0,3167614.0,3626099.55,0,0
249944.57,11446396.68,11696341.24,3826149.1,2719634.63,0,0
5773.11,29676.08,23902.98,0.0,0.0,0,0
22178.82,40962.0,18783.18,0.0,0.0,0,0
42199.33,0.0,0.0,541259.98,888615.31,0,0
11151.6,412.0,0.0,0.0,0.0,0,0
377.16,26.0,0.0,0.0,0.0,0,0
22588.33,828798.65,806210.33,0.0,0.0,0,0
194197.91,3803154.34,3997352.25,653180.06,18748.89,0,0
15001.68,29839.0,14837.32,0.0,0.0,0,0
5589.2,108579.0,102989.8,0.0,0.0,0,0
845059.87,82360.0,0.0,704650.03,1750438.47,0,0
2480.61,13.13,0.0,0.0,0.0,0,0
394144.1,21344.0,0.0,0.0,726154.54,0,0
5076.36,382500.09,377423.72,0.0,0.0,0,0
2537.48,142067.69,139530.21,0.0,0.0,0,0
230573.04,0.0,0.0,451112.76,749671.39,0,0
111748.76,5705827.99,5817576.76,809330.56,2884719.28,0,0
81170.08,0.0,0.0,98560.67,308323.92,0,0
148659.18,0.0,0.0,167534.5,814003.23,0,0
104626.19,0.0,0.0,203595.27,165301.66,0,0
310392.7,245682.0,0.0,0.0,310392.7,0,0
772.01,0.0,0.0,0.0,0.0,0,0
38877.59,3017027.53,3055905.12,1211391.13,1405839.23,0,0
4878.22,15416.0,10537.78,0.0,0.0,0,0
112632.7,9386479.51,9499112.21,631247.51,1832993.75,0,0
249200.23,14374455.02,14623655.26,427388.02,0.0,0,0
10946.83,75843.33,64896.5,0.0,0.0,0,0
804.69,30429.0,29624.31,0.0,0.0,0,0
2754.68,0.0,0.0,0.0,0.0,0,0
6550.91,57370.0,50819.09,0.0,0.0,0,0
61013.62,0.0,0.0,117043.71,443911.89,0,0
125312.0,0.0,0.0,141509.0,896903.33,0,0
280496.86,0.0,0.0,765060.29,4102869.92,0,0
11568.6,0.0,0.0,0.0,0.0,0,0
20794.15,113656.0,92861.85,0.0,0.0,0,0
57970.1,0.0,0.0,219080.37,277050.48,0,0
69944.56,0.0,0.0,324906.0,821741.83,0,0
737864.62,19136.0,0.0,15908.41,1112739.44,0,0
94296.25,0.0,0.0,336692.95,1178808.14,0,0
482293.62,301698.99,783992.61,955.0,0.0,0,0
183816.31,9919025.73,10102842.03,2391652.26,1412484.09,0,0
1774850.56,0.0,0.0,4617876.05,6392871.31,0,0
8476.86,20075.0,11598.14,0.0,0.0,0,0
2341.51,420.0,0.0,0.0,0.0,0,0
41754.37,0.0,0.0,459907.58,501661.95,0,0
88916.35,15021.0,0.0,7040604.38,7828839.46,0,0
35112.47,484406.33,449293.87,0.0,0.0,0,0
278572.04,0.0,0.0,424877.67,1311956.93,0,0
352641.85,60.0,352701.85,44370.96,0.0,0,0
290496.7,1993.0,0.0,0.0,290496.7,0,0
156129.83,32052.0,0.0,0.0,156129.83,0,0
97760.91,42986.0,0.0,2769354.14,3246732.01,0,0
20123.67,29732.0,9608.33,0.0,0.0,0,0
418180.24,494679.13,912859.37,217364.35,587301.87,0,0
14536.86,0.0,0.0,0.0,0.0,0,0
1203.0,32101.0,30898.0,0.0,0.0,0,0
468039.29,0.0,0.0,1737303.99,3791280.72,0,0
164516.18,6586622.66,6751138.84,1920026.06,1809955.37,0,0
21987.64,1242.0,0.0,111687.21,133674.84,0,0
217344.65,0.0,0.0,369022.09,636844.72,0,0
263199.17,94254.94,0.0,0.0,360623.26,0,0
188680.98,491563.31,680244.29,72754.13,0.0,0,0
13245.06,0.0,0.0,0.0,0.0,0,0
1697.59,696578.38,694880.79,0.0,0.0,0,0
778.13,4901.93,4123.8,0.0,0.0,0,0
23017.77,0.0,0.0,0.0,0.0,0,0
12676.31,70184.0,57507.69,0.0,0.0,0,0
2434.88,11123.0,13557.88,21383.0,3420842.52,0,0
5952.54,0.0,0.0,0.0,0.0,0,0
41357.25,59163.0,100520.25,1151831.73,1340300.19,0,0
1898.84,102280.0,100381.16,11395.41,0.0,0,0
12922.14,245932.35,233010.21,0.0,0.0,0,0
133246.92,0.0,0.0,3257099.61,4608470.91,0,0
160187.78,0.0,0.0,1363203.6,1665576.14,0,0
107739.96,2813953.17,2921693.14,815914.33,708174.37,0,0
8534.5,9085.0,550.5,0.0,0.0,0,0
5335.39,26813.0,21477.61,0.0,0.0,0,0
46535.23,0.0,0.0,1760438.34,3357457.94,0,0
1025.33,686.22,0.0,0.0,0.0,0,0
6402.46,421.0,0.0,0.0,6402.46,0,0
33647.84,20612.0,0.0,0.0,0.0,0,0
42253.4,3568029.49,3610282.89,52405.0,0.0,0,0
275935.86,0.0,0.0,1424757.05,2806941.66,0,0
6062.7,220797.79,214735.09,0.0,0.0,0,0
107581.14,5516668.79,5624249.93,246190.0,0.0,0,0
422.42,11672.0,11249.58,0.0,0.0,0,0
15483.6,0.0,0.0,0.0,0.0,0,0
10296.31,160326.69,150030.38,0.0,0.0,0,0
280707.54,0.0,0.0,999916.63,1251495.86,0,0
278722.57,471303.18,750025.75,2112277.26,1737315.96,0,0
18106.59,13528.0,0.0,0.0,0.0,0,0
14003.98,4657.0,0.0,0.0,0.0,0,0
161339.92,12197608.16,12358948.08,1512985.69,1640678.66,0,0
32651.05,0.0,0.0,488343.01,1532954.75,0,0
146528.53,8029113.72,8175642.25,1662065.08,1515536.55,0,0
69026.72,6588818.67,6657845.38,70231.0,0.0,0,0
3634.07,45699.0,42064.93,0.0,0.0,0,0
42327.16,0.0,0.0,79310.0,0.0,0,0
484074.78,344320.85,0.0,4517552.67,7892113.58,0,0
99652.86,0.0,0.0,2307529.64,2616079.82,0,0
2117027.99,0.0,0.0,2877012.63,5263349.98,0,0
7798.06,58359.0,50560.94,0.0,0.0,0,0
14708.98,40693.0,25984.02,0.0,0.0,0,0
402865.71,212.0,403077.71,11725238.63,11340009.6,0,0
344703.0,0.0,0.0,2080368.86,2425071.85,0,0
249107.69,9942.0,0.0,2828313.62,3735377.05,0,0
5082.14,20919.0,15836.86,0.0,0.0,0,0
16781.05,0.0,0.0,0.0,0.0,0,0
29923.55,59880.0,29956.45,0.0,0.0,0,0
14905.04,133191.54,118286.49,0.0,0.0,0,0
7077.42,92007.0,84929.58,0.0,0.0,0,0
34956.59,53765.5,18808.92,0.0,0.0,0,0
72007.67,7316645.11,7388652.78,144289.44,0.0,0,0
561472.55,166550.53,0.0,1572324.63,3141890.31,0,0
1631.6,20559.0,18927.4,0.0,0.0,0,0
284815.69,961.0,285776.69,0.0,0.0,0,0
1152764.99,0.0,0.0,9651239.45,12967375.93,0,0
1139.57,13863.0,12723.43,0.0,0.0,0,0
305255.75,10604.0,315859.75,486697.5,181441.75,0,0
63577.26,1381.0,64958.26,288964.03,0.0,0,0
14086.51,0.0,0.0,0.0,0.0,0,0
1834269.67,0.0,0.0,3159339.42,5380167.7,0,0
110171.0,95395.0,0.0,18799342.03,19981537.69,0,0
8325.12,15692.0,7366.88,0.0,0.0,0,0
348204.35,31795.0,0.0,116848.24,877929.84,0,0
2434.7,0.0,0.0,0.0,0.0,0,0
1964848.1,8055.0,0.0,1835523.69,3384276.38,0,0
400564.92,26328735.04,26729299.96,828181.34,189441.24,0,0
111590.28,1745.0,113335.28,10315950.94,14792632.14,0,0
141362.28,0.0,0.0,245252.34,0.0,0,0
1895.14,39657.0,37761.86,0.0,0.0,0,0
3270.32,0.0,0.0,0.0,0.0,0,0
303689.77,5186.0,308875.77,0.0,2724355.38,0,0
35048.06,49889.0,84937.06,28904.0,0.0,0,0
297434.83,848793.0,551358.17,0.0,297434.83,0,0
17629.26,201.0,0.0,0.0,0.0,0,0
3648.56,0.0,0.0,0.0,0.0,0,0
87478.11,61276.0,148754.11,1030.0,0.0,0,0
389664.46,1501.0,391165.46,0.0,0.0,0,0
70588.57,22496.0,93084.57,1563.0,0.0,0,0
1732947.05,641326.8,0.0,0.0,0.0,1,0
215434.97,23331.0,238765.97,0.0,0.0,0,0
237456.97,12469397.8,12706854.77,622203.0,755381.3,0,0
141666.43,1304.0,0.0,50133.0,0.0,0,0
2522.07,619050.81,616528.74,0.0,0.0,0,0
143708.31,0.0,0.0,2335310.7,2479019.01,0,0
24015.45,6893833.82,6917849.27,157686.19,1268413.16,0,0
342991.35,20142.0,363133.35,95224.9,0.0,0,0
31619.87,6517.0,0.0,0.0,0.0,0,0
197857.88,20154.0,0.0,10598.0,307354.73,0,0
197025.91,8083928.54,8280954.45,2869926.97,3341582.26,0,0
130302.52,0.0,0.0,452571.83,582874.35,0,0
41740.0,5681.0,0.0,11216.0,224661.19,0,0
999702.92,0.0,0.0,1665902.1,2554285.76,0,0
2329.92,0.0,0.0,0.0,0.0,0,0
270635.99,102973.21,0.0,10680135.03,17132106.53,0,0
35671.25,4678317.7,4713988.94,137452.17,4877.71,0,0
12302.29,2577031.23,2564728.94,0.0,0.0,0,0
115352.11,0.0,0.0,449759.92,574038.22,0,0
20496.03,118148.0,138644.03,0.0,0.0,0,0
112126.18,20970.0,133096.18,14468.41,0.0,0,0
3105.48,118612.0,121717.48,1287.0,0.0,0,0
457320.52,47483.41,0.0,864458.55,1321779.07,0,0
25936.66,16028.0,0.0,90167.0,242941.49,0,0
22446.8,7207.0,0.0,0.0,0.0,0,0
7462.54,12228.0,4765.46,0.0,0.0,0,0
82799.7,0.0,0.0,273983.83,356783.53,0,0
2032.63,38639.26,36606.63,0.0,0.0,0,0
15962.98,844080.69,828117.71,0.0,0.0,0,0
19080.84,30437.0,11356.16,0.0,19080.84,0,0
16409.23,6976.0,0.0,0.0,0.0,0,0
314001.75,256076.36,0.0,343520.23,657521.99,0,0
77361.45,0.0,0.0,232646.22,656176.12,0,0
20009.82,0.0,0.0,0.0,0.0,0,0
2266.02,64757.92,62491.91,0.0,0.0,0,0
26586.15,16849.07,0.0,0.0,0.0,0,0
107091.41,49896.0,0.0,292754.48,269495.73,0,0
15140.82,21350.0,6209.18,0.0,0.0,0,0
6820.53,0.0,0.0,0.0,0.0,0,0
2589.99,30445.1,27855.11,0.0,0.0,0,0
8007.87,493597.07,485589.2,0.0,0.0,0,0
598.24,102631.0,102032.76,0.0,0.0,0,0
122882.59,37055.0,159937.59,48119.64,0.0,0,0
685661.04,1569512.76,2255173.81,1218186.49,532525.44,0,0
6271.14,10974.0,4702.86,0.0,0.0,0,0
323327.96,13981.0,0.0,0.0,323327.96,0,0
8334.63,0.0,0.0,0.0,0.0,0,0
12081.57,381.0,0.0,0.0,0.0,0,0
153.66,32632.0,32478.34,0.0,0.0,0,0
1717.34,266328.0,264610.66,0.0,0.0,0,0
16744.86,0.0,0.0,0.0,0.0,0,0
182167.62,0.0,0.0,522823.81,1031613.74,0,0
91713.32,0.0,0.0,404091.49,0.0,0,0
257570.66,48467.0,306037.66,1493.0,0.0,0,0
336127.4,12812.47,0.0,930824.49,1791600.88,0,0
226026.64,30236.0,0.0,136176.41,163762.98,0,0
8006.29,0.0,0.0,120771.31,114176.9,0,0
27521.26,52668.0,25146.74,0.0,0.0,0,0
25099.5,11363.0,0.0,0.0,25099.5,0,0
3332.58,14905.0,11572.42,71251.67,74584.25,0,0
16469.04,8701.64,0.0,0.0,16469.04,0,0
228415.99,1041.0,0.0,876346.83,1104762.82,0,0
1180.55,1345065.25,1343884.7,0.0,0.0,0,0
14509.05,0.0,0.0,0.0,0.0,0,0
3677.48,0.0,0.0,0.0,0.0,0,0
29889.6,0.0,0.0,516910.64,546800.24,0,0
297580.62,22287.0,0.0,9960.0,571774.63,0,0
156130.29,0.0,0.0,176898.01,688692.84,0,0
79793.04,0.0,0.0,309755.0,0.0,0,0
272709.33,76067.0,0.0,0.0,158433.78,0,0
116273.42,18582576.61,18698850.03,407708.73,291435.32,0,0
196787.1,16839.0,0.0,13687.0,383642.74,0,0
251896.73,0.0,0.0,1126555.48,1547638.64,0,0
5197.0,20119.0,14922.0,367320.11,0.0,0,0
128638.61,29560.0,0.0,368546.54,475228.94,0,0
68218.63,4447232.65,4515451.28,105786.0,37567.37,0,0
279067.8,20783.0,0.0,271468.57,0.0,0,0
213632.24,3483713.24,3697345.47,606133.83,392501.59,0,0
28974.71,28519.41,0.0,0.0,0.0,0,0
90802.88,60411.0,151213.88,0.0,0.0,0,0
125173.18,456255.0,581428.18,1426261.89,1301088.71,0,0
26657.8,351079.56,324421.76,478123.3,784592.15,0,0
461649.64,34513.0,0.0,953837.5,1486108.53,0,0
2801.67,20044.0,17242.33,0.0,0.0,0,0
213844.8,18272092.51,18485937.3,240571.73,156563.3,0,0
172195.03,0.0,0.0,526437.29,874496.06,0,0
836722.98,0.0,0.0,2906699.75,3892335.94,0,0
363805.69,619873.38,983679.07,620650.2,256844.51,0,0
117669.05,2235653.75,2353322.8,353131.35,55951.51,0,0
284449.0,1761993.9,1477544.9,534891.85,535323.06,0,0
7995.66,611087.0,603091.34,0.0,0.0,0,0
317870.15,4480180.04,4798050.19,10652572.53,10121710.05,0,0
426327.64,19765.75,0.0,13300.89,1276447.09,0,0
749.05,10851.0,10101.95,0.0,0.0,0,0
243461.35,0.0,0.0,575991.0,4108253.53,0,0
89870.47,0.0,0.0,197734.7,759872.18,0,0
1402.1,60.0,0.0,0.0,0.0,0,0
23656.5,538.0,24194.5,0.0,0.0,0,0
105048.35,7714733.09,7819781.43,1666798.12,1561749.78,0,0
89528.21,0.0,0.0,114199.32,225657.64,0,0
2297.02,0.0,0.0,0.0,0.0,0,0
12247.86,51163.0,38915.14,0.0,0.0,0,0
265347.42,600713.0,335365.58,0.0,79128.29,0,0
232400.67,60096.0,0.0,4114.0,272559.94,0,0
2670.06,30693.0,28022.94,0.0,0.0,0,0
191174.24,51149.0,0.0,0.0,191174.24,0,0
153629.31,0.0,0.0,406049.97,581540.93,0,0
403063.68,0.0,0.0,559865.98,1420221.1,0,0
186873.53,10254.0,197127.53,319115.67,161245.24,0,0
12795.76,22003.08,9207.32,0.0,0.0,0,0
291839.31,2575835.23,2867674.55,538902.48,247063.16,0,0
115864.56,0.0,0.0,303424.1,358094.35,0,0
122892.76,2496854.87,2373962.1,0.0,122892.76,0,0
222794.98,69686.35,0.0,1434341.74,2065619.02,0,0
89654.33,0.0,0.0,1443354.51,1805672.5,0,0
9194.51,191907.34,182712.83,0.0,0.0,0,0
1020.49,99447.0,98426.51,0.0,0.0,0,0
38176.8,31267.0,0.0,0.0,0.0,0,0
53303.42,19919.0,73222.42,139155.98,85852.56,0,0
287176.05,263050.82,0.0,902105.08,1189281.12,0,0
88834.86,0.0,0.0,464326.57,971418.91,0,0
21586.25,4467493.63,4489079.87,182978.98,412763.55,0,0
14100.17,0.0,0.0,0.0,0.0,0,0
10783.28,0.0,0.0,29759.0,16155.13,0,0
1792.05,0.0,0.0,0.0,0.0,0,0
511671.26,51754.0,0.0,107703.0,1219800.28,0,0
303811.35,632235.08,936046.43,1431929.84,2088145.36,0,0
6901.26,11382.0,4480.74,14210.92,21112.18,0,0
16441.4,24518.0,8076.6,0.0,0.0,0,0
1297.89,22180.0,20882.11,0.0,0.0,0,0
156062.65,1924127.8,2080190.45,1127896.68,845609.77,0,0
158904.34,0.0,0.0,302610.15,461514.49,0,0
395543.42,0.0,0.0,956278.63,1196652.86,0,0
33433.88,0.0,0.0,130129.08,759872.18,0,0
668102.2,192826.79,0.0,3138580.06,3806682.25,0,0
309079.96,58297.0,0.0,539686.78,974641.52,0,0
65563.08,0.0,0.0,200766.0,457426.18,0,0
138013.35,0.0,0.0,2156925.38,2294938.73,0,0
4633.0,0.0,0.0,0.0,0.0,0,0
206758.94,2532900.65,2739659.58,1041386.94,834628.0,0,0
78658.29,0.0,0.0,79617.0,141652.86,0,0
228897.75,0.0,0.0,8723454.24,9192281.92,0,0
3320.22,0.0,0.0,0.0,0.0,0,0
347752.6,0.0,0.0,506498.06,1096360.47,0,0
11587.98,7693405.27,7704993.25,18513.0,6925.02,0,0
2441.58,4993.0,2551.42,0.0,0.0,0,0
787766.57,9259.18,0.0,1563227.78,2575739.64,0,0
173643.78,0.0,0.0,9433962.51,11061017.39,0,0
246064.85,11520286.29,11766351.13,11001269.41,11477233.99,0,0
15485.34,10299.0,0.0,0.0,0.0,0,0
5680.17,219629.65,213949.48,0.0,0.0,0,0
563319.25,0.0,0.0,4126851.09,4158805.98,0,0
459343.74,50717.0,0.0,154628.64,2310987.68,0,0
70396.7,7869416.83,7939813.54,141110.62,70713.92,0,0
9047.91,880.0,9927.91,0.0,0.0,0,0
3688.76,0.0,0.0,0.0,0.0,0,0
144812.55,78601.0,0.0,11473.0,706215.98,0,0
367893.85,1510820.13,1878713.98,957167.03,593767.69,0,0
246926.53,1531492.13,1778418.65,275839.78,28913.25,0,0
220177.31,781468.53,1001645.84,272182.65,609502.49,0,0
5462.45,24431.0,18968.55,0.0,0.0,0,0
58950.58,3366.0,0.0,10312.0,0.0,0,0
179690.78,19000.0,0.0,0.0,4200399.97,0,0
163320.61,14287.0,0.0,184088.83,347409.44,0,0
283024.64,998438.95,715414.31,1281384.56,3443379.49,0,0
4592.61,79546.0,74953.39,0.0,0.0,0,0
220858.17,0.0,0.0,302464.38,523322.55,0,0
9524.81,2220757.82,2211233.01,0.0,0.0,0,0
81947.39,7280200.89,7362148.27,228889.0,146941.61,0,0
4612.34,199113.0,194500.66,0.0,0.0,0,0
215060.6,0.0,0.0,487199.55,702260.15,0,0
148.99,191992.0,191843.01,108228.0,63489.96,0,0
170613.16,77202.51,0.0,63433.63,234046.79,0,0
720.37,10729.0,10008.63,0.0,0.0,0,0
425927.42,70582.42,0.0,153313.64,778222.87,0,0
50333.01,49566.0,0.0,0.0,27708.6,0,0
2630.13,0.0,0.0,0.0,0.0,0,0
1021148.14,0.0,0.0,15496546.99,16517695.13,0,0
2926.83,34851.0,31924.17,0.0,0.0,0,0
18622.07,0.0,0.0,108804.0,200817.08,0,0
124889.26,0.0,0.0,1972159.67,1825686.5,0,0
8164.22,9957.0,1792.78,0.0,0.0,0,0
51517.33,0.0,0.0,79941.0,519074.86,0,0
1074.46,0.0,0.0,11383.21,0.0,0,0
13754.08,239842.0,226087.92,0.0,0.0,0,0
128659.12,0.0,0.0,466687.37,595346.48,0,0
147804.02,66.14,0.0,158919.0,23508.22,0,0
1284.49,42110.0,40825.51,0.0,0.0,0,0
136011.52,0.0,0.0,503101.67,0.0,0,0
23442.21,0.0,0.0,0.0,0.0,0,0
289218.52,70313.0,0.0,0.0,621879.05,0,0
18817.88,0.0,0.0,0.0,0.0,0,0
2529.58,51635.0,49105.42,0.0,0.0,0,0
4517.67,4672.0,154.33,0.0,0.0,0,0
6490.6,10497.0,4006.4,0.0,0.0,0,0
25433.04,315145.52,289712.49,0.0,0.0,0,0
153942.21,81.0,154023.21,214177.73,60235.52,0,0
148545.07,0.0,148545.07,1414888.34,1245962.63,0,0
